"","status","loan_amnt","term","annual_inc","dti","payment_inc_ratio","revol_bal","revol_util","purpose","home_ownership","delinq_2yrs_zero","pub_rec_zero","open_acc","grade","outcome","emp_length","purpose_","home_","emp_len_","borrower_score"
"40764","Fully Paid",5200,"36 months",52000,30.67,4.119,12261,67.4,"debt_consolidation","RENT",0,1,20,4.2,"paid off",11,"debt_consolidation","RENT"," > 1 Year",0.45
"40765","Fully Paid",12000,"36 months",60000,26.32,7.8734,19827,51.8,"debt_consolidation","MORTGAGE",1,1,16,5.4,"paid off",4,"debt_consolidation","MORTGAGE"," > 1 Year",0.35
"40766","Fully Paid",20000,"60 months",100000,21.88,6.69288,17177,62,"debt_consolidation","RENT",1,1,16,3,"paid off",11,"debt_consolidation","RENT"," > 1 Year",0.6
"40767","Fully Paid",15000,"36 months",111147,13.1,5.50439,10461,59.8,"debt_consolidation","MORTGAGE",1,1,14,4.4,"paid off",5,"debt_consolidation","MORTGAGE"," > 1 Year",0.5
"40768","Fully Paid",6500,"36 months",40000,32.41,6.192,11940,25,"debt_consolidation","RENT",1,1,9,7,"paid off",5,"debt_consolidation","RENT"," > 1 Year",0.55
"40769","Fully Paid",35000,"60 months",140000,7.57,7.58057,26242,72.7,"debt_consolidation","OWN",0,1,8,3.2,"paid off",6,"debt_consolidation","OWN"," > 1 Year",0.5
"40770","Fully Paid",8500,"36 months",65000,14.59,5.13674,8254,48.6,"debt_consolidation","MORTGAGE",1,1,11,5.4,"paid off",1,"debt_consolidation","MORTGAGE"," > 1 Year",0.45
"40771","Fully Paid",30000,"60 months",85000,13.48,10.2545,25544,63.9,"credit_card","MORTGAGE",0,1,7,4.6,"paid off",3,"credit_card","MORTGAGE"," > 1 Year",0.65
"40772","Fully Paid",24000,"36 months",77500,16.06,13.8485,8798,63.3,"debt_consolidation","MORTGAGE",1,1,10,4,"paid off",9,"debt_consolidation","MORTGAGE"," > 1 Year",0.5
"40773","Fully Paid",8000,"36 months",78000,12.8,3.79985,6967,21.5,"debt_consolidation","MORTGAGE",1,1,10,6.6,"paid off",4,"debt_consolidation","MORTGAGE"," > 1 Year",0.55
"40774","Fully Paid",1900,"36 months",27900,12.9,2.50925,1724,17.2,"credit_card","MORTGAGE",1,1,9,6.4,"paid off",8,"credit_card","MORTGAGE"," > 1 Year",0.65
"40775","Fully Paid",20000,"60 months",110000,5.09,4.89982,5781,18.4,"home_improvement","MORTGAGE",1,1,5,5.8,"paid off",11,"home_improvement","MORTGAGE"," > 1 Year",0.75
"40776","Fully Paid",4000,"36 months",36000,2.77,4.23633,3969,19.7,"debt_consolidation","RENT",1,1,4,7,"paid off",1,"debt_consolidation","RENT"," > 1 Year",0.7
"40777","Fully Paid",35000,"60 months",85000,6.13,7.20565,16649,22.5,"debt_consolidation","MORTGAGE",1,1,10,6,"paid off",11,"debt_consolidation","MORTGAGE"," > 1 Year",0.55
"40778","Fully Paid",18500,"36 months",90000,5.24,8.59067,22379,62.2,"credit_card","RENT",1,1,8,1.4,"paid off",2,"credit_card","RENT"," > 1 Year",0.4
"40779","Fully Paid",16000,"36 months",75000,31.42,9.03072,29497,61.8,"debt_consolidation","RENT",1,1,20,5,"paid off",0,"debt_consolidation","RENT"," < 1 Year",0.5
"40780","Fully Paid",15000,"36 months",156000,8.88,3.91946,92755,49.2,"home_improvement","MORTGAGE",1,1,6,4.6,"paid off",7,"home_improvement","MORTGAGE"," > 1 Year",0.45
"40781","Fully Paid",35000,"36 months",160000,6.75,9.05475,24991,47.4,"debt_consolidation","MORTGAGE",1,1,14,4.4,"paid off",6,"debt_consolidation","MORTGAGE"," > 1 Year",0.55
"40782","Fully Paid",20000,"36 months",55000,26.78,14.726,18429,61.8,"debt_consolidation","MORTGAGE",0,1,17,5.8,"paid off",11,"debt_consolidation","MORTGAGE"," > 1 Year",0.45
"40783","Fully Paid",10000,"36 months",35000,18.65,11.879,22680,76.9,"debt_consolidation","RENT",1,1,4,3.4,"paid off",3,"debt_consolidation","RENT"," > 1 Year",0.5
"40784","Fully Paid",6800,"60 months",103000,14.25,1.69783,49493,83.8,"car","MORTGAGE",1,1,4,5.6,"paid off",11,"major_purchase","MORTGAGE"," > 1 Year",0.45
"40785","Fully Paid",5000,"36 months",18000,19.65,11.4467,9251,73.4,"credit_card","RENT",1,1,9,4.2,"paid off",7,"credit_card","RENT"," > 1 Year",0.5
"40786","Fully Paid",18000,"36 months",75000,17.77,9.14496,45997,85.8,"credit_card","MORTGAGE",1,1,10,7,"paid off",4,"credit_card","MORTGAGE"," > 1 Year",0.8
"40787","Fully Paid",6500,"36 months",33600,13.75,8.00107,4727,47.3,"debt_consolidation","MORTGAGE",1,1,4,3.2,"paid off",3,"debt_consolidation","MORTGAGE"," > 1 Year",0.55
"40788","Fully Paid",5000,"36 months",28080,18.63,7.32607,2077,20.8,"other","MORTGAGE",1,1,7,5,"paid off",4,"other","MORTGAGE"," > 1 Year",0.75
"40789","Fully Paid",35000,"60 months",140000,7.08,8.19729,0,0,"small_business","MORTGAGE",1,1,7,2.8,"paid off",4,"small_business","MORTGAGE"," > 1 Year",0.6
"40790","Fully Paid",15000,"36 months",100000,30.55,6.16608,25987,75.3,"debt_consolidation","MORTGAGE",0,1,21,4.4,"paid off",11,"debt_consolidation","MORTGAGE"," > 1 Year",0.5
"40791","Fully Paid",14400,"36 months",50000,15.89,11.663,6692,36.8,"credit_card","RENT",1,0,13,5.8,"paid off",6,"credit_card","RENT"," > 1 Year",0.75
"40792","Fully Paid",5000,"36 months",15000,4,13.6552,0,0,"other","OWN",0,1,4,4.8,"paid off",3,"other","OWN"," > 1 Year",0.65
"40793","Fully Paid",5000,"36 months",29120,10.26,7.16497,6224,31.9,"debt_consolidation","RENT",1,1,9,4.6,"paid off",5,"debt_consolidation","RENT"," > 1 Year",0.5
"40794","Fully Paid",3575,"36 months",30000,16.28,5.276,4725,38.1,"debt_consolidation","RENT",1,1,8,4,"paid off",11,"debt_consolidation","RENT"," > 1 Year",0.6
"40795","Fully Paid",14000,"36 months",100000,9.26,5.44068,40267,66.2,"debt_consolidation","MORTGAGE",1,1,8,5.4,"paid off",11,"debt_consolidation","MORTGAGE"," > 1 Year",0.6
"40796","Fully Paid",5375,"36 months",24504,23.36,8.92948,3039,50.6,"debt_consolidation","OWN",1,1,5,4.8,"paid off",1,"debt_consolidation","OWN"," > 1 Year",0.65
"40797","Fully Paid",6400,"36 months",53947,21.13,4.56848,4235,41.1,"debt_consolidation","OWN",1,1,24,5.6,"paid off",1,"debt_consolidation","OWN"," > 1 Year",0.55
"40798","Fully Paid",9000,"36 months",54000,8.07,6.61533,26938,81.6,"debt_consolidation","MORTGAGE",1,0,8,5.6,"paid off",11,"debt_consolidation","MORTGAGE"," > 1 Year",0.5
"40799","Fully Paid",14600,"36 months",68000,22.52,8.45224,39868,88,"debt_consolidation","MORTGAGE",1,1,9,5.4,"paid off",6,"debt_consolidation","MORTGAGE"," > 1 Year",0.3
"40800","Fully Paid",10000,"36 months",72000,13.6,5.11733,10954,40.4,"home_improvement","MORTGAGE",1,1,7,6.4,"paid off",11,"home_improvement","MORTGAGE"," > 1 Year",0.55
"40801","Fully Paid",3200,"36 months",78000,15.26,1.67046,9402,72.3,"debt_consolidation","MORTGAGE",1,1,9,4.2,"paid off",11,"debt_consolidation","MORTGAGE"," > 1 Year",0.4
"40802","Fully Paid",9600,"36 months",30000,17.88,11.9432,7222,65.7,"debt_consolidation","RENT",1,1,13,6.8,"paid off",1,"debt_consolidation","RENT"," > 1 Year",0.3
"40803","Fully Paid",25000,"36 months",157500,14.06,6.31383,132570,32.4,"credit_card","MORTGAGE",0,1,19,6,"paid off",5,"credit_card","MORTGAGE"," > 1 Year",0.65
"40804","Fully Paid",6000,"36 months",100000,12.62,2.35692,24894,78.5,"debt_consolidation","MORTGAGE",1,1,8,5.6,"paid off",7,"debt_consolidation","MORTGAGE"," > 1 Year",0.5
"40805","Fully Paid",9000,"36 months",48000,7.13,7.1125,5276,73.3,"debt_consolidation","RENT",1,1,7,6.8,"paid off",11,"debt_consolidation","RENT"," > 1 Year",0.6
"40806","Fully Paid",30000,"36 months",120000,13.38,10.959,18681,61.7,"debt_consolidation","MORTGAGE",1,1,18,3.6,"paid off",2,"debt_consolidation","MORTGAGE"," > 1 Year",0.55
"40807","Fully Paid",6450,"36 months",32470,20.62,8.29985,4725,9.7,"other","RENT",1,1,13,4.4,"paid off",0,"other","RENT"," < 1 Year",0.5
"40808","Fully Paid",4000,"36 months",23500,9.04,7.35983,5792,95,"credit_card","RENT",1,1,4,3.2,"paid off",11,"credit_card","RENT"," > 1 Year",0.5
"40809","Fully Paid",12000,"36 months",42000,8.17,11.2231,17288,29.1,"debt_consolidation","RENT",1,1,8,5.6,"paid off",1,"debt_consolidation","RENT"," > 1 Year",0.65
"40810","Fully Paid",5000,"36 months",68648,12.27,2.8612,5502,36.7,"major_purchase","RENT",1,1,3,5.8,"paid off",2,"major_purchase","RENT"," > 1 Year",0.5
"40811","Fully Paid",14000,"36 months",60000,17.56,9.3162,12904,59.5,"credit_card","RENT",1,1,11,5.6,"paid off",9,"credit_card","RENT"," > 1 Year",0.7
"40812","Fully Paid",14000,"36 months",56000,9.35,9.9,25052,52.9,"debt_consolidation","MORTGAGE",1,1,8,5.6,"paid off",7,"debt_consolidation","MORTGAGE"," > 1 Year",0.6
"40813","Fully Paid",8500,"36 months",64777,10.6,4.89896,8517,30.4,"credit_card","RENT",1,1,8,6.8,"paid off",6,"credit_card","RENT"," > 1 Year",0.8
"40814","Fully Paid",4000,"36 months",41985,15.83,3.92597,5540,40.1,"debt_consolidation","RENT",1,1,8,4.2,"paid off",9,"debt_consolidation","RENT"," > 1 Year",0.65
"40815","Fully Paid",10000,"36 months",85000,11.41,4.72221,9289,48.4,"credit_card","RENT",1,0,8,6,"paid off",5,"credit_card","RENT"," > 1 Year",0.65
"40816","Fully Paid",10800,"36 months",95000,10.79,4.91634,17420,75.4,"debt_consolidation","MORTGAGE",1,1,11,3.2,"paid off",11,"debt_consolidation","MORTGAGE"," > 1 Year",0.55
"40817","Fully Paid",6000,"36 months",110000,8.68,2.0952,1390,1.8,"home_improvement","MORTGAGE",1,1,17,5.2,"paid off",11,"home_improvement","MORTGAGE"," > 1 Year",0.6
"40818","Fully Paid",8000,"36 months",75000,17.94,4.25888,25542,51.8,"debt_consolidation","MORTGAGE",0,1,13,5.6,"paid off",11,"debt_consolidation","MORTGAGE"," > 1 Year",0.65
"40819","Fully Paid",10000,"36 months",60000,14.5,6.7494,7383,71.7,"credit_card","RENT",1,1,13,5.8,"paid off",11,"credit_card","RENT"," > 1 Year",0.35
"40820","Fully Paid",10600,"36 months",46000,23.84,9.96522,17249,44.2,"debt_consolidation","MORTGAGE",1,1,12,3.2,"paid off",8,"debt_consolidation","MORTGAGE"," > 1 Year",0.65
"40821","Fully Paid",10000,"36 months",65000,15.42,6.21969,10292,58.5,"debt_consolidation","MORTGAGE",1,1,13,4.2,"paid off",8,"debt_consolidation","MORTGAGE"," > 1 Year",0.5
"40822","Fully Paid",16375,"36 months",70000,14.11,9.60651,32120,57.5,"debt_consolidation","RENT",1,1,15,6,"paid off",2,"debt_consolidation","RENT"," > 1 Year",0.3
"40823","Fully Paid",8000,"36 months",62500,15.01,5.06458,11316,69,"small_business","MORTGAGE",1,1,12,5.8,"paid off",10,"small_business","MORTGAGE"," > 1 Year",0.6
"40824","Fully Paid",7250,"36 months",29000,13.8,9.9,800,12.7,"car","OWN",1,1,6,5.6,"paid off",7,"major_purchase","OWN"," > 1 Year",0.35
"40825","Fully Paid",8000,"36 months",60000,16.06,5.429,6790,47.8,"debt_consolidation","MORTGAGE",1,1,10,4.4,"paid off",7,"debt_consolidation","MORTGAGE"," > 1 Year",0.7
"40826","Fully Paid",6500,"36 months",40100,23.64,6.77207,17512,90.3,"debt_consolidation","RENT",1,1,16,3.6,"paid off",4,"debt_consolidation","RENT"," > 1 Year",0.35
"40827","Fully Paid",5600,"36 months",24000,31.85,10.366,20867,83.5,"wedding","OWN",1,1,7,4,"paid off",3,"other","OWN"," > 1 Year",0.45
"40828","Fully Paid",27350,"36 months",263124,8.09,4.57536,37535,82,"other","MORTGAGE",1,1,9,3.8,"paid off",7,"other","MORTGAGE"," > 1 Year",0.65
"40829","Fully Paid",20000,"36 months",60000,22,13.3088,19221,45.7,"debt_consolidation","MORTGAGE",1,0,15,5.6,"paid off",11,"debt_consolidation","MORTGAGE"," > 1 Year",0.5
"40830","Fully Paid",5025,"36 months",91052,8.45,2.07231,1215,0.3,"credit_card","MORTGAGE",1,1,13,6.8,"paid off",11,"credit_card","MORTGAGE"," > 1 Year",0.9
"40831","Fully Paid",7200,"36 months",36500,17.42,7.61162,2609,84.2,"debt_consolidation","RENT",1,1,5,5.2,"paid off",6,"debt_consolidation","RENT"," > 1 Year",0.45
"40832","Fully Paid",3125,"36 months",91000,5.12,1.48101,637,17,"other","RENT",1,0,4,3.4,"paid off",0,"other","RENT"," < 1 Year",0.55
"40833","Fully Paid",10000,"36 months",34000,21.46,12.2333,9061,71.3,"credit_card","RENT",0,1,10,5,"paid off",11,"credit_card","RENT"," > 1 Year",0.3
"40834","Fully Paid",15950,"36 months",69850,19.33,8.70099,12141,78.8,"debt_consolidation","MORTGAGE",1,1,12,7,"paid off",9,"debt_consolidation","MORTGAGE"," > 1 Year",0.4
"40835","Fully Paid",10600,"36 months",38780,28.67,11.2249,10602,59.6,"credit_card","RENT",1,1,9,6,"paid off",4,"credit_card","RENT"," > 1 Year",0.55
"40836","Fully Paid",8000,"36 months",89000,23.07,3.44265,11806,37.8,"debt_consolidation","OWN",1,1,18,7,"paid off",4,"debt_consolidation","OWN"," > 1 Year",0.45
"40837","Fully Paid",3200,"36 months",70000,5.23,1.81354,5511,88.9,"credit_card","MORTGAGE",1,1,5,5.8,"paid off",3,"credit_card","MORTGAGE"," > 1 Year",0.35
"40838","Fully Paid",16350,"60 months",49200,24.93,8.76829,5445,36.5,"debt_consolidation","RENT",1,1,11,5.8,"paid off",8,"debt_consolidation","RENT"," > 1 Year",0.45
"40839","Fully Paid",7000,"36 months",99600,23.02,2.90265,37221,70.9,"debt_consolidation","MORTGAGE",1,1,36,4.8,"paid off",11,"debt_consolidation","MORTGAGE"," > 1 Year",0.4
"40840","Fully Paid",3125,"36 months",48000,26.3,2.44475,22262,68.8,"small_business","MORTGAGE",1,0,8,6.8,"paid off",1,"small_business","MORTGAGE"," > 1 Year",0.45
"40841","Fully Paid",13000,"36 months",52000,7.29,10.3484,12757,75,"credit_card","RENT",1,1,8,4.4,"paid off",11,"credit_card","RENT"," > 1 Year",0.4
"40842","Fully Paid",4000,"36 months",36000,12.79,4.155,5304,43.5,"credit_card","RENT",1,1,8,6.6,"paid off",3,"credit_card","RENT"," > 1 Year",0.5
"40843","Fully Paid",18000,"36 months",86100,5.88,7.74509,22605,36.5,"debt_consolidation","MORTGAGE",1,1,8,6.6,"paid off",6,"debt_consolidation","MORTGAGE"," > 1 Year",0.75
"40844","Fully Paid",13200,"36 months",75000,23.89,7.61104,18284,70.1,"credit_card","OWN",1,1,8,3.2,"paid off",7,"credit_card","OWN"," > 1 Year",0.4
"40845","Fully Paid",17000,"60 months",41000,7.67,13.6294,8984,82.4,"debt_consolidation","RENT",1,1,5,2.6,"paid off",6,"debt_consolidation","RENT"," > 1 Year",0.45
"40846","Fully Paid",7000,"36 months",48000,25.7,5.37325,6784,31.4,"debt_consolidation","MORTGAGE",1,1,8,6.4,"paid off",11,"debt_consolidation","MORTGAGE"," > 1 Year",0.55
"40847","Fully Paid",11500,"36 months",70000,26.88,6.14331,3014,47.8,"debt_consolidation","MORTGAGE",1,1,12,6.6,"paid off",5,"debt_consolidation","MORTGAGE"," > 1 Year",0.45
"40848","Fully Paid",5125,"36 months",78000,24.12,2.49246,13930,50.1,"credit_card","MORTGAGE",1,1,13,6.8,"paid off",2,"credit_card","MORTGAGE"," > 1 Year",0.6
"40849","Fully Paid",10000,"36 months",62000,6.35,6.05458,898,4.5,"debt_consolidation","MORTGAGE",1,1,9,7,"paid off",6,"debt_consolidation","MORTGAGE"," > 1 Year",0.55
"40850","Fully Paid",16200,"60 months",89000,7.7,5.4027,12269,76.7,"debt_consolidation","RENT",1,1,11,5,"paid off",11,"debt_consolidation","RENT"," > 1 Year",0.45
"40851","Fully Paid",14125,"36 months",36000,12.27,15.6657,2481,24.1,"debt_consolidation","MORTGAGE",1,1,9,5.6,"paid off",11,"debt_consolidation","MORTGAGE"," > 1 Year",0.45
"40852","Fully Paid",35000,"36 months",104000,28.12,13.2195,19931,27.4,"debt_consolidation","OWN",1,1,22,5.6,"paid off",11,"debt_consolidation","OWN"," > 1 Year",0.8
"40853","Fully Paid",6800,"36 months",130000,11.3,1.9812,6502,15.6,"credit_card","MORTGAGE",1,1,15,7,"paid off",5,"credit_card","MORTGAGE"," > 1 Year",0.75
"40854","Fully Paid",22000,"60 months",50281,13.45,12.8494,18760,83.7,"debt_consolidation","MORTGAGE",1,1,5,4.8,"paid off",3,"debt_consolidation","MORTGAGE"," > 1 Year",0.45
"40855","Fully Paid",6000,"36 months",102000,18.75,2.39035,16611,19,"credit_card","MORTGAGE",1,1,25,4.8,"paid off",11,"credit_card","MORTGAGE"," > 1 Year",0.65
"40856","Fully Paid",12000,"36 months",38000,15.41,13.6563,11019,30.3,"debt_consolidation","RENT",0,1,22,3.2,"paid off",11,"debt_consolidation","RENT"," > 1 Year",0.7
"40857","Fully Paid",5000,"36 months",24000,13.5,8.596,2109,42.2,"major_purchase","RENT",1,1,4,3.4,"paid off",1,"major_purchase","RENT"," > 1 Year",0.55
"40858","Fully Paid",14000,"36 months",46000,16.77,11.7436,14302,86.1,"credit_card","RENT",1,1,8,5.2,"paid off",11,"credit_card","RENT"," > 1 Year",0.65
"40859","Fully Paid",7400,"36 months",38000,21.38,8.24937,7562,39.6,"debt_consolidation","RENT",1,1,9,4.8,"paid off",0,"debt_consolidation","RENT"," < 1 Year",0.8
"40860","Fully Paid",3000,"36 months",29000,5.67,4.4429,4639,51,"credit_card","RENT",1,1,6,5,"paid off",3,"credit_card","RENT"," > 1 Year",0.8
"40861","Fully Paid",17000,"36 months",82000,26.91,8.04629,19960,78.6,"debt_consolidation","MORTGAGE",1,1,9,5.2,"paid off",6,"debt_consolidation","MORTGAGE"," > 1 Year",0.45
"40862","Fully Paid",20000,"36 months",100000,21.21,7.36896,12182,30.8,"debt_consolidation","OWN",1,1,10,6.4,"paid off",11,"debt_consolidation","OWN"," > 1 Year",0.4
"40863","Fully Paid",10000,"36 months",100000,17.43,4.12068,15745,82,"credit_card","MORTGAGE",1,1,12,4.2,"paid off",3,"credit_card","MORTGAGE"," > 1 Year",0.65
"40864","Fully Paid",9000,"36 months",199000,9.59,1.69122,14400,22.4,"debt_consolidation","RENT",1,1,11,6.6,"paid off",4,"debt_consolidation","RENT"," > 1 Year",0.6
"40865","Fully Paid",35000,"60 months",174000,12.06,6.53014,50760,76.7,"credit_card","MORTGAGE",1,1,18,2.4,"paid off",6,"credit_card","MORTGAGE"," > 1 Year",0.6
"40866","Fully Paid",5000,"36 months",120000,3.02,1.7038,4339,13.7,"debt_consolidation","RENT",0,1,10,5,"paid off",7,"debt_consolidation","RENT"," > 1 Year",0.65
"40867","Fully Paid",3000,"36 months",90000,17.16,1.24653,21854,52.1,"credit_card","MORTGAGE",1,1,8,6.6,"paid off",11,"credit_card","MORTGAGE"," > 1 Year",0.65
"40868","Fully Paid",19575,"36 months",56000,18.41,13.5666,27072,57.1,"credit_card","MORTGAGE",0,1,14,5.2,"paid off",6,"credit_card","MORTGAGE"," > 1 Year",0.4
"40869","Fully Paid",12875,"36 months",48000,8.87,10.9465,35,0.4,"debt_consolidation","MORTGAGE",0,1,10,4.2,"paid off",3,"debt_consolidation","MORTGAGE"," > 1 Year",0.8
"40870","Fully Paid",3000,"36 months",59000,5.82,2.09532,8411,30.5,"other","MORTGAGE",1,1,6,4.2,"paid off",6,"other","MORTGAGE"," > 1 Year",0.45
"40871","Fully Paid",10000,"36 months",70000,23.83,5.5308,28791,82.2,"debt_consolidation","RENT",1,1,13,5.8,"paid off",2,"debt_consolidation","RENT"," > 1 Year",0.35
"40872","Fully Paid",10000,"36 months",175000,17.6,2.27726,22645,80.9,"credit_card","MORTGAGE",0,1,7,5.6,"paid off",4,"credit_card","MORTGAGE"," > 1 Year",0.6
"40873","Fully Paid",12500,"36 months",49000,16.36,9.90073,6580,20.3,"home_improvement","MORTGAGE",1,1,12,5.2,"paid off",4,"home_improvement","MORTGAGE"," > 1 Year",0.7
"40874","Fully Paid",7200,"36 months",57000,12.27,5.01368,9412,66.8,"other","MORTGAGE",1,1,8,5.6,"paid off",11,"other","MORTGAGE"," > 1 Year",0.6
"40875","Fully Paid",15500,"36 months",40000,26.28,16.7574,8486,65.3,"debt_consolidation","RENT",1,1,11,3.2,"paid off",3,"debt_consolidation","RENT"," > 1 Year",0.55
"40876","Fully Paid",20000,"60 months",100265,23.57,5.58955,27798,57.9,"credit_card","MORTGAGE",1,1,19,4.4,"paid off",11,"credit_card","MORTGAGE"," > 1 Year",0.45
"40877","Fully Paid",4000,"36 months",33000,19.64,4.47527,1107,6.6,"other","RENT",1,1,8,6.4,"paid off",8,"other","RENT"," > 1 Year",0.5
"40878","Fully Paid",4000,"36 months",45000,15.76,3.64133,4007,54.9,"debt_consolidation","MORTGAGE",1,1,11,4.8,"paid off",1,"debt_consolidation","MORTGAGE"," > 1 Year",0.65
"40879","Fully Paid",14325,"36 months",48081,9.79,12.3307,10377,48,"debt_consolidation","MORTGAGE",0,0,11,4.6,"paid off",5,"debt_consolidation","MORTGAGE"," > 1 Year",0.6
"40880","Fully Paid",7500,"36 months",58000,5.98,4.83559,7159,8.3,"debt_consolidation","RENT",1,1,16,6.6,"paid off",11,"debt_consolidation","RENT"," > 1 Year",0.6
"40881","Fully Paid",3150,"60 months",69996,23.42,1.32625,11365,93.9,"other","RENT",1,1,10,2.2,"paid off",1,"other","RENT"," > 1 Year",0.5
"40882","Fully Paid",15000,"36 months",73500,13.45,7.80718,14824,32.6,"debt_consolidation","MORTGAGE",1,1,10,5.2,"paid off",4,"debt_consolidation","MORTGAGE"," > 1 Year",0.45
"40883","Fully Paid",10000,"36 months",60000,12.78,6.8444,8657,51.3,"debt_consolidation","RENT",1,0,13,6,"paid off",2,"debt_consolidation","RENT"," > 1 Year",0.55
"40884","Fully Paid",8000,"36 months",99996,4.32,3.0084,5262,28.4,"car","MORTGAGE",0,1,6,6.6,"paid off",4,"major_purchase","MORTGAGE"," > 1 Year",0.6
"40885","Fully Paid",25000,"36 months",89900,22.59,11.6284,30523,77.7,"small_business","RENT",1,1,17,4,"paid off",2,"small_business","RENT"," > 1 Year",0.45
"40886","Fully Paid",13200,"60 months",99000,13.79,4.08485,52472,75.6,"debt_consolidation","MORTGAGE",1,1,11,3.6,"paid off",1,"debt_consolidation","MORTGAGE"," > 1 Year",0.7
"40887","Fully Paid",30750,"60 months",125000,18.88,8.33885,21887,77.1,"debt_consolidation","MORTGAGE",1,1,12,2.8,"paid off",2,"debt_consolidation","MORTGAGE"," > 1 Year",0.45
"40888","Fully Paid",15000,"36 months",42000,7.86,15.0166,7827,59.7,"debt_consolidation","RENT",1,1,11,1.2,"paid off",5,"debt_consolidation","RENT"," > 1 Year",0.4
"40889","Fully Paid",3000,"36 months",62004,22.08,2.00542,25277,77.8,"wedding","MORTGAGE",1,1,11,3.6,"paid off",3,"other","MORTGAGE"," > 1 Year",0.55
"40890","Fully Paid",12000,"36 months",67000,16,7.13767,10763,47.6,"debt_consolidation","RENT",1,1,16,5.6,"paid off",5,"debt_consolidation","RENT"," > 1 Year",0.5
"40891","Fully Paid",5575,"36 months",20485,10.08,10.2192,6895,47.6,"credit_card","RENT",1,0,6,6.8,"paid off",0,"credit_card","RENT"," < 1 Year",0.65
"40892","Fully Paid",23000,"60 months",81000,16.33,7.83867,22394,66.1,"debt_consolidation","RENT",1,1,6,4.4,"paid off",3,"debt_consolidation","RENT"," > 1 Year",0.35
"40893","Fully Paid",6350,"36 months",98000,23.73,2.62408,25823,95.6,"debt_consolidation","MORTGAGE",1,1,11,5.8,"paid off",11,"debt_consolidation","MORTGAGE"," > 1 Year",0.55
"40894","Fully Paid",3600,"36 months",85000,9.54,1.58118,3570,38.4,"debt_consolidation","RENT",1,1,12,6.6,"paid off",2,"debt_consolidation","RENT"," > 1 Year",0.65
"40895","Fully Paid",1200,"36 months",22000,0.82,2.30018,273,4,"major_purchase","RENT",0,1,2,5,"paid off",1,"major_purchase","RENT"," > 1 Year",0.4
"40896","Fully Paid",4600,"60 months",40000,3.51,3.6756,3193,39.4,"car","RENT",1,1,5,1.2,"paid off",4,"major_purchase","RENT"," > 1 Year",0.65
"40897","Fully Paid",2000,"36 months",45500,17.7,1.78998,320,29.1,"credit_card","RENT",1,1,6,4.4,"paid off",4,"credit_card","RENT"," > 1 Year",0.65
"40898","Fully Paid",2000,"36 months",35400,1.36,2.14,892,35.7,"other","RENT",1,1,4,7,"paid off",3,"other","RENT"," > 1 Year",0.65
"40899","Fully Paid",14500,"36 months",80000,9.23,7.8153,4040,74.8,"debt_consolidation","RENT",1,1,6,3.2,"paid off",2,"debt_consolidation","RENT"," > 1 Year",0.5
"40900","Fully Paid",11000,"36 months",52769,14.62,8.11522,2200,22.9,"debt_consolidation","RENT",1,1,9,5.6,"paid off",11,"debt_consolidation","RENT"," > 1 Year",0.6
"40901","Fully Paid",17050,"36 months",35000,10.18,17.9486,1063,4.9,"other","RENT",1,1,6,6.4,"paid off",1,"other","RENT"," > 1 Year",0.7
"40902","Fully Paid",7000,"36 months",44000,26.76,6.83236,7333,28.3,"credit_card","RENT",1,1,15,5,"paid off",6,"credit_card","RENT"," > 1 Year",0.5
"40903","Fully Paid",4575,"36 months",68000,20.3,2.77871,621,22,"debt_consolidation","OWN",0,0,8,4.8,"paid off",7,"debt_consolidation","OWN"," > 1 Year",0.45
"40904","Fully Paid",35000,"60 months",120000,20.61,9.9191,11176,72.1,"debt_consolidation","MORTGAGE",1,1,8,1.8,"paid off",11,"debt_consolidation","MORTGAGE"," > 1 Year",0.35
"40905","Fully Paid",10000,"60 months",41056,13.71,6.93969,3690,40.5,"major_purchase","RENT",1,1,9,3.4,"paid off",3,"major_purchase","RENT"," > 1 Year",0.6
"40906","Fully Paid",3000,"36 months",90000,1.65,1.34533,5227,41.2,"major_purchase","RENT",1,1,7,4.2,"paid off",3,"major_purchase","RENT"," > 1 Year",0.75
"40907","Fully Paid",9000,"36 months",40000,9.9,8.8572,9305,25.5,"debt_consolidation","MORTGAGE",0,1,10,5.2,"paid off",9,"debt_consolidation","MORTGAGE"," > 1 Year",0.65
"40908","Fully Paid",24600,"36 months",160000,8.92,6.13868,7238,20.5,"debt_consolidation","MORTGAGE",0,1,12,5.6,"paid off",1,"debt_consolidation","MORTGAGE"," > 1 Year",0.6
"40909","Fully Paid",8000,"36 months",38000,14.12,8.64568,6853,40.3,"debt_consolidation","RENT",1,1,7,6,"paid off",0,"debt_consolidation","RENT"," < 1 Year",0.45
"40910","Fully Paid",3600,"36 months",34000,18.6,3.95965,5574,20.4,"credit_card","OWN",1,1,11,6.6,"paid off",3,"credit_card","OWN"," > 1 Year",0.5
"40911","Fully Paid",27575,"36 months",130000,14.6,9.71834,23347,54.5,"home_improvement","MORTGAGE",1,1,21,2.8,"paid off",8,"home_improvement","MORTGAGE"," > 1 Year",0.45
"40912","Fully Paid",20000,"36 months",135000,14.3,6.5816,25764,79.8,"debt_consolidation","MORTGAGE",1,1,12,4,"paid off",11,"debt_consolidation","MORTGAGE"," > 1 Year",0.55
